Name,Released,ESRB,Rating,Genres,Platforms,Metacritic,Publishers,Tags,Description,ImageURL
Divinity: Original Sin - Enhanced Edition,2015-10-27,Mature,4.26,"RPG, Indie","PC, Linux, macOS, PlayStation 4, Xbox One",94,"Focus Home Interactive, Larian Studios","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, steam-trading-cards, Great Soundtrack, RPG, Co-op, Story Rich, Open World, cooperative, Fantasy, Split Screen, Local Co-Op, Cross-Platform Multiplayer, Character Customization, Turn-Based, Captions available, Isometric, Turn-Based Strategy, Turn-Based Combat, CRPG, Party-Based RPG","In the fantasy world of the game, there is a confrontation between the Order of the Sourcerers, the adepts of the magic of the ""Source"" and the Order of Source Hunters. Hunters believe that the Source's magic is dangerous and consider it their duty to destroy it.

At the beginning of the game, two characters are created, which the player will control. You can choose the gender, appearance, features and skills of the characters.
The game world is totally interactive. Almost all items can be trans",https://media.rawg.io/media/games/33b/33b825c76382931df0fd8ecddf5caebe.jpg
Mortal Kombat 11,2019-04-22,Mature,3.96,"Action, Adventure, Fighting","Nintendo Switch, Xbox One, PC, PlayStation 4, Xbox Series S/X, PlayStation 5",82,Warner Bros. Interactive,"Singleplayer, Multiplayer, Atmospheric, Gore, Violent, Online multiplayer, Blood","Mortal Kombat is back and better than ever in the next evolution of the iconic franchise. The all new Custom Character Variations give you unprecedented control to customize the fighters and make them your own. The new graphics engine showcasing every skull-shattering, eye-popping moment, brings you so close to the fight you can feel it. And featuring a roster of new and returning Klassic Fighters, Mortal Kombat's best in class cinematic story mode continues the epic saga over 25 years in the ma",https://media.rawg.io/media/games/eb5/eb514db62d397c64288160d5bd8fd67a.jpg
Wolfenstein: The Old Blood,2015-05-04,N/A,4.01,"Action, Shooter","Xbox One, PlayStation 4, PC",76,Bethesda Softworks,"Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, Atmospheric, Story Rich, First-Person, Sci-fi, Partial Controller Support, Horror, FPS, Funny, Gore, Steam Leaderboards, Stealth, Zombies, War, Mature, Blood, World War II, Alternate History","Wolfenstein: The New Blood is an FPS game which serves as a prequel to Wolfenstein: The New Order developed by MachineGames.

The game is set in the alternate 1946, where Nazi Germany is close to winning World War II. You play as B.J Blaskowicz set out on a secret mission to turn the tides in favor of the Allies.

The game is divided into two chapters: Rudi Jäger and the Den of Wolves and The Dark Secrets of Helga Von Schabbs.
In the first chapter, you have to escape the prison Blaskowicz was pu",https://media.rawg.io/media/games/f14/f1422eacab98c5f85a5123da4e9d9e89.jpg
Hacknet,2015-08-11,Mature,3.18,"Simulation, Indie","PC, macOS, Linux",82,"Fellow Traveller, Surprise Attack","Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, Atmospheric, steam-trading-cards, Great Soundtrack, Story Rich, 2D, Sci-fi, Horror, Steam Workshop, Includes level editor, Captions available, Cyberpunk, Education, Hacking, Programming, Typing","Hacknet is a computer hacking simulator. You take on the role of a user nicknamed Bit and need to investigate the death of the previous ""Bit"" that was probably involved in illegal activity. To get through the story, you search for the files on other computers that can help to reveal the truth about your predecessor. 
Hacknet combines a graphical interface with a text-based console creating the impression of real hacking software. As a rule, every mission consists of connecting to another compute",https://media.rawg.io/media/games/23b/23b69bfef2a1ce2e3dcdf1aa8ef1150b.jpg
Guns of Icarus Online,2012-09-30,N/A,2.59,"Action, Simulation, Indie","Linux, PC, macOS",64,Muse Games,"Steam Achievements, Multiplayer, steam-trading-cards, Co-op, cooperative, First-Person, Partial Controller Support, FPS, Online Co-Op, Tactical, stats, Steam Workshop, PvP, Team-Based, Competitive, Steampunk, Kickstarter, Class-Based, Flight","The player is one of the four members of the combat airship team in the alternate steampunk world. At the disposal of the player are several ships with different characteristics and weapons. Vital ship systems can be damaged and repaired, all damages affect the combat capability of the ship. You can choose who to be on the team: pilot, engineer or shooter.
In PvP mode, two teams participate, each team includes 2 to 4 ships. The purpose of the game varies, but, as a rule, it is the destruction of",https://media.rawg.io/media/games/179/179245a3693049a11a25b900ab18f8f7.jpg
Ryse: Son of Rome,2013-11-22,Mature,3.59,"Action, Adventure","Xbox One, PC",61,"Microsoft Studios, Crytek","Singleplayer, Multiplayer, Full controller support, Atmospheric, RPG, Co-op, Open World, cooperative, Third Person, Fantasy, Gore, stats, Nudity, Hack and Slash, War, Short, Historical, Linear, Quick-Time Events, Benchmark, Rome","The action of Ryse: Son of Rome is set in the capital of the Roman Empire, which is besieged by the Celtic barbarians led by Boudica. Emperor Nero says from the balcony of the Palace that the defenders of the city should protect him. Marius, the General of Rome (you will play for him) and the commander of the defenders, gives a small sack to a subordinate with the instructions to display it, saying this is the key to victory. Then he secures the ruler in the secret room and begins his story.

Th",https://media.rawg.io/media/games/736/736c0eaec96d848d7824b33298a182f2.jpg
Darksiders II Deathinitive Edition,2015-11-05,N/A,3.79,"Action, RPG","PlayStation 4, Xbox One, Nintendo Switch, PC",75,"THQ Nordic, Nordic Games Publishing","Singleplayer, Steam Achievements, Multiplayer, Full controller support, Steam Cloud, steam-trading-cards, Great Soundtrack, RPG, Story Rich, Open World, Third Person, Fantasy, Gore, Steam Leaderboards, Action RPG, Controller, Hack and Slash, Post-apocalyptic, Dark Fantasy, Parkour, Loot, Spectacle fighter","Become the terrifying force which everything fears but nothing can escape. Awakened by the End of Days, Death, the most feared of the legendary Four Horsemen embarks on a quest to redeem his brother's name. Along the way, the Horseman discovers that an ancient grudge may threaten all of Creation. Death lives!
Deathinitive Edition Features:
Darksiders 2 with all DLC included and integrated into the game which offers a total playtime of more than 30 hours
Reworked and tuned game balancing and loot",https://media.rawg.io/media/games/cfe/cfe5960b5caca432f3575fc7d8ff736b.jpg
Dear Esther: Landmark Edition,2017-02-14,N/A,3.32,"Adventure, Casual, Indie","PlayStation 4, Xbox One, PC, macOS",,The Chinese Room,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, Great Soundtrack, First-Person, Exploration, Walking Simulator, Commentary available","One of the earliest ""walking simulators"" made by the same team that developed Everybodys Gone To The Rapture, Dear Esther is an art piece rather than a regular game. There's very little interactivity and zero action; you just walk around a rocky Scottish island in autumn. The major events of the plot are set in the past, and we only learn about them through the voice of the unseen narrator - the only voice in the game  who will read a certain letter from his past when he approaches a certain p",https://media.rawg.io/media/screenshots/b20/b20a20205954f9765e82298dbd41e48a.jpg
Star Wars: Knights of the Old Republic II  The Sith Lords,2004-12-06,Teen,4.37,"Adventure, RPG","Xbox, Xbox 360, Linux, macOS, PC, Nintendo Switch, Android",85,"Aspyr, Disney Interactive, LucasArts Entertainment","Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, RPG, Story Rich, Third Person, Sci-fi, Classic, Female Protagonist, Steam Workshop, Space, role-playing, Moddable, Character Customization, Turn-Based, Choices Matter, Multiple Endings, Turn-Based Combat, Real-Time with Pause, Party-Based RPG, Star Wars","The game takes place in the expanded Star Wars Universe, almost 4,000 years before the events described later in the films. The game begins on the ship ""The Endar Spire "", attacked by the Sith fleet near the planet Taris. Player and one of the pilots, Carth Onasi, descend on the planet in an escape pod. Their primary goal is to find a Jedi named Bastila Shan, who commanded their ship. She has the mastery of battle meditation, by which the Republic has managed so far to withstand the onslaught of",https://media.rawg.io/media/games/046/0464f4a36cd975a37c95b93b06058855.jpg
Prison Architect,2015-10-05,Mature,3.72,"Strategy, Simulation, Indie","Xbox One, PC, macOS, Linux, Nintendo Switch, PlayStation 4",83,Introversion Software,"Singleplayer, Steam Achievements, Steam Cloud, steam-trading-cards, 2D, Funny, Sandbox, Comedy, Steam Workshop, Includes level editor, Moddable, Replay Value, Building, RTS, Top-Down, overlay, Management, achievements, Base Building, Resource Management, Economy, City Builder","Prison Architect is a person construction and management simulator developed by Introversion Software.

It is a two-dimensional top-down simulator where it is the player's responsibility to build new prison blocks, cells, facilities, manage the staff such as wardens, guards and so on. The more staff hired - the more options does the player have while building the prison.

It is advised to complete the game's campaign first which also serves as a tutorial and consists of 5 parts. Each part of the",https://media.rawg.io/media/games/6bc/6bc79f5bc023b1e6938f6eaf9926f073.jpg
Minion Masters,2019-05-24,N/A,2.3,"Action, Strategy, Indie","Xbox One, PC",,BetaDwarf,"Singleplayer, Steam Achievements, Multiplayer, Steam Cloud, steam-trading-cards, RPG, Co-op, Online Co-Op, Fantasy, Gore, Violent, Online multiplayer, Controller, PvP, In-App Purchases, Competitive, Top-Down, Blood, Card Game, Real-Time, Real Time Tactics, Strategy RPG, Trading Card Game","Two small platforms hang in space, each has a place for the commander and his few, but diverse warriors. Between the platforms there are two bridges. The goal of the game is to capture and hold bridges. The game involved more than three hundred characters.
You can fight with players of different levels. There are game modes with the computer and with any partners, friends or players found on the game server on the Internet.
After the end of the battle, you can see all the initial conditions of t",https://media.rawg.io/media/games/e4a/e4ab7f784bdc38c76ce6e4cef9715d18.jpg
Sea of Thieves,2018-03-20,Teen,3.68,"Action, Adventure, Massively Multiplayer","PC, PlayStation 5, Xbox Series S/X, Xbox One",68,Xbox Game Studios,"Singleplayer, Steam Achievements, Multiplayer, Full controller support, Co-op, Open World, cooperative, First-Person, Online Co-Op, Funny, PvP, Cross-Platform Multiplayer, In-App Purchases, exclusive, Online PvP, PvE, Pirates, Sailing, sea, w10 exclusive","Sea of Thieves is a cooperative multiplayer action-adventure game developed by Rare.

###Gameplay
The game features a cartoonish pirate aesthetic to it and features no plot whatsoever. The players set out to explore an open shared world. The first thing available to the players is player creation, as the game offers the players to choose one out of eight randomly generated characters. After that, the players are let go to the open world.

There is no certain objective present in the game. The pl",https://media.rawg.io/media/games/5f6/5f61441e6338e9221f96a8f4c64c7bb8.jpg
The Evil Within,2014-10-12,Mature,3.97,"Action, Shooter, Adventure","PlayStation 3, PlayStation 4, Xbox 360, PC, Xbox One",68,Bethesda Softworks,"Singleplayer, Steam Achievements, Full controller support, Steam Cloud, Atmospheric, steam-trading-cards, Story Rich, Open World, Third Person, Horror, Gore, Difficult, Survival, Stealth, Third-Person Shooter, Dark, Zombies, Survival Horror, Captions available, Cinematic, Walking Simulator","The Evil Within is a third-person survival horror action game developed by Tango Gameworks.

Detective Sebastian Castellanos and two of his and two of his partners come on call to the Beacon mental hospital. The hospital is filled with dead bodies upon the police arrival. Castellanos has to find out what is going on in the Beacon.

Being a survival horror, looking for supplies is crucial in The Evil Within. The game teaches the player when should they run away from the enemy or pick up the fight",https://media.rawg.io/media/games/157/1570121f5c4d240504f1eae5c3854733.jpg
